ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer
222.0,산업위생관리기사,2018.0,1,작업환경관리대책,52.0,직경이 5㎛이고 밀도가 2g/cm$^3$인 입자의 종단속도는 약 몇 cm/sec인가?,text_only,,0.07,0.15,0.23,0.33,2.0
223.0,산업위생관리기사,2018.0,2,작업환경관리대책,41.0,다음 중 사용물질과 덕트 재질의 연결이 옳지 않은 것은?,text_only,,알칼리 - 강판,전리방사선 - 중질 콘크리트,"주물사, 고온가스 - 흑피 강판","강산, 염소계 용제 - 아연도금 강판",4.0
224.0,산업위생관리기사,2018.0,3,작업환경관리대책,46.0,다음 중 대체 방법으로 유해작업환경을 개선한 경우와 가장 거리가 먼 것은?,text_only,,유연 휘발유를 무연 휘발유로 대체한다.,블라스팅 재료로서 모래를 철구슬로 대체한다.,야광시계의 자판을 인에서 라듐으로 대체한다.,보온재료의 석면을 유리섬유나 암면으로 대체한다.,3.0
225.0,산업위생관리기사,2019.0,1,작업환경관리대책,48.0,작업환경개선 대책 중 격리와 가장 거리가 먼 것은?,text_only,,국소배기 장치의 설치,원격 조정 장치의 설치,특수 저장 창고의 설치,콘크리트 방호벽의 설치,1.0
226.0,산업위생관리기사,2019.0,1,작업환경관리대책,56.0,푸쉬풀 후드(push-pull hood)에 대한 설명으로 적합하지 않은 것은?,text_only,,도금조와 같이 폭이 넓은 경우에 사용하면 포집효율을 증가시키면서 필요유량을 감소시킬 수 있다.,공정에서 작업물체를 처리조에 넣거나 꺼내는 중에 발생되는 공기막 파괴현상을 사전에 방지할 수 있다.,개방조 한 변에서 압축공기를 이용하여 오염물질이 발생하는 표면에 공기를 불어 반대쪽에 오염물질이 도달하게 한다.,제어속도는 푸쉬 제트기류에 의해 발생한다.,2.0
227.0,산업위생관리기사,2019.0,2,작업환경관리대책,45.0,"입자의 침강속도에 대한 설명으로 틀린 것은? (단, 스토크스 식을 기준으로 한다.)",text_only,,입자직경의 제곱에 비례한다.,공기와 입자 사이의 밀도차에 반비례한다.,중력가속도에 비례한다.,공기의 점성계수에 반비례한다.,2.0
228.0,산업위생관리기사,2019.0,3,작업환경관리대책,41.0,"후드의 정압이 50 mmH₂O 이고 덕트 속도압이 20 mmH₂O 일 때, 후드의 압력손실계수는?",text_only,,1.5,2,2.5,3,1.0
229.0,산업위생관리기사,2020.0,"1,2",작업환경관리대책,46.0,90°곡관의 반경비가 2.0일 때 압력손실계수는 0.27이다. 속도압이 14mmH₂O라면 곡관의 압력손실(mmH₂O)은?,text_only,,7.6,5.5,3.8,2.7,3.0
230.0,산업위생관리기사,2020.0,"1,2",작업환경관리대책,55.0,"어떤 원형덕트에 유체가 흐르고 있다. 덕트의 직경을 1/2로 하면 직관부분의 압력손실은 몇 배로 되는가? (단, 달시의 방정식을 적용한다.)",text_only,,4배,8배,16배,32배,4.0
231.0,산업위생관리기사,2020.0,3,작업환경관리대책,50.0,입자상 물질을 처리하기 위한 공기정화장치로 가장 거리가 먼 것은?,text_only,,사이클론,중력집진장치,여과집진장치,촉매산화에 의한 연소장치,4.0
232.0,산업위생관리기사,2020.0,4,작업환경관리대책,41.0,"두 분지관이 동일 합류점에서 만나 합류관을 이루도록 설계되어 있다. 한쪽 분지관의 송풍량은 200m$^3$/min, 합류점에서의 이 관의 정압은 -34mmH$_2$O이며, 다른쪽 분지관의 송풍량은 160m$^3$/min, 합류점에서의 이 관의 정압은 -30mmH$_2$O이다. 합류점에서 유량의 균형을 유지하기 위해서는 압력손실이 더 적은 관을 통해 흐르는 송풍량(m$^3$/min)을 얼마로 해야 하는가?",text_only,,165,170,175,180,2.0
233.0,산업위생관리기사,2021.0,1,작업환경관리대책,52.0,산업안전보건법령상 안전인증 방독마스크에 안전인증 표시 외에 추가로 표시되어야할 항목이 아닌 것은?,text_only,O,포집효율,파과곡선도,사용시간 기록카드,사용상의 주의사항,1.0
234.0,산업위생관리기사,2021.0,1,작업환경관리대책,59.0,귀마개에 관한 설명으로 가장 거리가 먼 것은?,text_only,,휴대가 편하다.,고온작업장에서도 불편 없이 사용할 수 있다.,근로자들이 착용하였는지 쉽게 확인할 수 있다.,제대로 착용하는데 시간이 걸리고 요령을 습득해야 한다.,3.0
235.0,산업위생관리기사,2021.0,2,작업환경관리대책,60.0,원심력 송풍기 중 다익형 송풍기에 관한 설명과 가장 거리가 먼 것은?,text_only,,큰 압력손실에서도 송풍량이 안정적이다.,송풍기의 임펠러가 다람쥐 쳇바퀴 모양으로 생겼다.,강도가 크게 요구되지 않기 때문에 적은 비용으로 제작가능하다.,다른 송풍기와 비교하여 동일 송풍량을 발생시키기 위한 임펠러 회전속도가 상대적으로 낮기 때문에 소음이 작다.,1.0
236.0,산업위생관리기사,2021.0,3,작업환경관리대책,41.0,호흡기 보호구에 대한 설명으로 옳지 않은 것은?,text_only,,"호흡기 보호구를 선정할 때는 기대되는 공기중의 농도를 노출기준으로 나눈 값을 위해비(HR)라 하는데, 위해비보다 할당보호계수(APF)가 작은 것을 선택한다.",할당보호계수(APF)가 100인 보호구를 착용하고 작업장에 들어가면 외부 유해물질로부터 적어도 100배 만큼의 보호를 받을 수 있다는 의미이다.,보호구를 착용함으로써 유해물질로부터 얼마만큼 보호해주는지 나타내는 것은 보호계수(PF)이다.,보호계수(PF)는 보호구 밖의 농도(Co)와 안의 농도(Ci)의 비(Co/Ci)로 표현할 수 있다.,1.0
237.0,산업위생관리기사,2022.0,1,작업환경관리대책,51.0,일반적인 후드 설치의 유의사항으로 가장 거리가 먼 것은?,text_only,,오염원 전체를 포위시킬 것,후드는 오염원에 가까이 설치할 것,"오염 공기의 성질, 발생상태, 발생원인을 파악할 것.",후드의 흡인 방향과 오염 가스의 이동방향은 반대로 할 것,4.0
238.0,산업위생관리기사,2022.0,1,작업환경관리대책,52.0,앞으로 구부리고 수행하는 작업공정에서 올바른 작업자세라고 볼 수 없는 것은?,text_only,,작업 점의 높이는 팔꿈치보다 낮게 한다.,바닥의 얼룩을 닦을 때에는 허리를 구부리지 말고 다리를 구부려서 작업한다.,상체를 구부리고 작업을 하다가 일어설 때는 무릎을 굴절시켰다가 다리 힘으로 일어난다.,신체의 중심이 물체의 중심보다 뒤쪽에 있도록 한다.,4.0
239.0,산업위생관리기사,2022.0,2,작업환경관리대책,47.0,샌드 블라스트(sand blast) 그라인더 분진 등 보통 산업분진을 덕트로 운반할 때의 최소설계속도(m/s)로 가장 적절한 것은?,text_only,,10,15,20,25,3.0
240.0,산업위생관리기사,2022.0,2,작업환경관리대책,51.0,국소배기시설에서 필요 환기량을 감소시키기 위한 방법으로 틀린 것은?,text_only,,후드 개구면에서 기류가 균일하게 분포되도록 설계한다.,공정에서 발생 또는 배출되는 오염물질의 절대량을 감소시킨다.,포집형이나 레시버형 후드를 사용할 때에는 가급적 후드를 배출 오염원에 가깝게 설치한다.,공정 내 측면부착 차폐막이나 커튼 사용을 줄여 오염물질의 희석을 유도한다.,4.0
241.0,산업위생관리기사,2003.0,1,물리적유해인자관리,71.0,음압이 60(N/m$^2$) 일 때 음압레벨(dB)은?,text_only,,60 dB,80 dB,110 dB,130 dB,4.0
242.0,산업위생관리기사,2003.0,1,물리적유해인자관리,78.0,"전리 방사선중 인체에 투과되는 양이 큰 순서대로 나열한 것은? (단, α : 알파선, β : 베타선, γ : 감마선 )",text_only,,γ ＞ β ＞α,β ＞ γ ＞α,α ＞ β ＞γ,α ＞ γ ＞β,1.0
243.0,산업위생관리기사,2003.0,2,물리적유해인자관리,70.0,"( )안에 알맞는 내용은?\n\n( )에서 공기중의 질소가스는 마취작용을 나타내고, 작업력의 저하, 기분의 변화, 머리 정도의 다황등이 일어난다.",text_only,,4기압 이상,6기압 이상,8기압 이상,10기압 이상,1.0
244.0,산업위생관리기사,2003.0,3,물리적유해인자관리,63.0,동상(Frostibite)에 관한 설명과 가장 거리가 먼 것은?,text_only,,피부동결은 0℃ ∼ -2℃에서 발생한다.,동상에 대한 저항은 개인차가 있으며 일반적으로 발가락은 6℃에 도달하면 아픔을 느낀다.,제2도 동상은 수포를 가진 광범위한 삼출성 염증을 유발시킨다.,동상은 직접적인 동결 이외에 계속해서 습기나 물에 접촉함으로써 발생되며 국소산소결핍이 원인이다.,4.0
245.0,산업위생관리기사,2018.0,1,물리적유해인자관리,74.0,"0.01W의 소리에너지를 발생시키고 있는 음원의 음향파워레벨(PWL, dB)은 얼마인가?",text_only,,100,120,140,150,1.0
246.0,산업위생관리기사,2004.0,1,물리적유해인자관리,65.0,상온의 범위로 가장 알맞는 것은?,text_only,,0 - 15℃,15 - 25℃,1 - 35℃,25 - 35℃,2.0
247.0,산업위생관리기사,2004.0,2,물리적유해인자관리,66.0,다음중 고온에 순화되는 과정(생리적변화)으로 틀린 것은?,text_only,,체표면의 한선의 수가 감소한다,간기능이 저하된다,처음에는 에너지 대사량이 증가하고 체온이 상승 하나 후에 근육이 이완하고 열생산도 정상으로 된다,"위액 분비가 줄고 산도가 감소되어 식욕부진, 소화불량이 유발된다.",1.0
248.0,산업위생관리기사,2004.0,3,물리적유해인자관리,64.0,음향출력 0.1W를 발생하는 소형싸이렌의 음향파워레벨은 몇㏈인가?,text_only,,90,100,110,120,3.0
249.0,산업위생관리기사,2005.0,1,물리적유해인자관리,77.0,작업장에서 고열에 대한 대책으로 틀린 것은 ?,text_only,,절연방법을 이용하여 로에서 발생되는 열을 차단한다,고열작업장에서는 상승기류가 생기므로 적절히 환기를 한다.,냉방장치를 설치한다.,피복의 외피는 통기성이 작고 함기성이 큰 것을 택한다.,4.0
250.0,산업위생관리기사,2005.0,1,물리적유해인자관리,79.0,열경련(Heat Cramps)에 대한 설명 중 가장 알맞은 것은?,text_only,,장시간의 고온환경 폭로후에 오며 낮은 혈중염분농도와 팔과 다리의 근육경련이 일어난다.,"체온이 정상보다 매우 높아지며 의식혼란,혼수가 일어난다.",혈중 Cl농도가 현저히 감소하며 체온의 급속한 냉각이 우선되어야 한다.,"고온환경에 급격히 확장된 혈관에 따른 근육의 강직 동통, 일시적 피부 냉,건조현상을 수반한다.",1.0
251.0,산업위생관리기사,2005.0,1,물리적유해인자관리,74.0,전리방사선에 대한 감수성이 큰 신체조직과 가장 거리가 먼 곳은?,text_only,,세포핵 분열이 계속적인 조직,증식과 재생기전이 큰 조직,"신경조직, 골, 근육등 조밀한 조직",형태와 기능이 미완성된 조직,3.0
252.0,산업위생관리기사,2005.0,2,물리적유해인자관리,79.0,채광계획에 관한 다음 설명중 바르지 못한 것은?,text_only,,조도의 평등을 요하는 작업실은 남향으로 하는 것이 좋다.,창의 면적은 방바닥 면적의 15-20%가 이상적이다.,"실내 각점의 개각은 4-5°,입사각은 28°이상이 되어야한다.",보통 조도는 창의 높이를 증가시키는 것이 효과적이다.,1.0
253.0,산업위생관리기사,2006.0,1,물리적유해인자관리,65.0,투과력은 미약하나 전리작용은 가장 강한 전리 방사선은?,text_only,,α,β,γ,Χ,1.0
254.0,산업위생관리기사,2006.0,1,물리적유해인자관리,75.0,고열장해에 관한 설명으로 틀린 것은?,text_only,,열발진은 작업환경에서 가장 흔히 발생하는 피부장해이다.,열허탈(열실신)은 고열작업장에 순화되지 못한 근로자가 고열작업을 수행할 때 체온조절기능이 원활치 못해 결국 뇌의 산소부족으로 의식을 잃게 된다.,열경련은 휴식과 식염정제의 공급에 따른 염분보충으로 개선될 수 있다.,"열사병의 일차적인 증상은 정신착란, 의식결여, 경련혼수, 건조하고 높은 피부온도, 체온상승등이다.",3.0
255.0,산업위생관리기사,2006.0,2,물리적유해인자관리,80.0,다음 중 1초 동안에 3.7×10¹⁰개의 원자 붕괴가 일어나는 방사선 물질량을 1로 하는 단위는?,text_only,,렌트겐(R),퀴리(Ci),레드(Red),렘(Rem),2.0
256.0,산업위생관리기사,2006.0,3,물리적유해인자관리,74.0,사람의 몸은 어느 정도 까지는 고열노출에 적응할 수 있다. 이러한 생리적인 적응을 순화(acclimatization)이라고 한다. 고온에 순환되는 과정으로 틀린 것은?,text_only,,체표면에 있는 한선의 수가 감소한다.,땀속의 염분농도가 희박해 진다.,알도스테론의 분비가 증가되어 염분의 배설량이 억제된다.,처음에는 에너지 대사량이 증가하고 체온이 상승하지만 후에 근육이 이완하고 열생산도 정상으로 된다.,1.0
257.0,산업위생관리기사,2007.0,1,물리적유해인자관리,63.0,저온에 의한 장해에 관한 내용으로 틀린 것은?,text_only,,피부 표면의 혈관들과 피하조직이 수축된다.,"부종, 저림, 가려움, 심한 통증 등이 생긴다.",근육 긴장의 증가와 떨림이 발생한다.,혈압은 변화되지 않고 일정하게 유지된다.,4.0
258.0,산업위생관리기사,2007.0,1,물리적유해인자관리,68.0,열경련(Heat cramp)을 일으키는 가장 큰 원인은?,text_only,,체온상승,순환기계 부조화,중추신경마비,체내수분 및 염분손실,4.0
259.0,산업위생관리기사,2007.0,2,물리적유해인자관리,62.0,옥내 작업장의 온열조건이 다음[보기]와 같을때 습구 흑구온도지수(WBGT)는 얼마인가?\n\n흑구온도 : 50℃\n건구온도 : 30℃\n자연습구온도 : 20℃,text_only,,19℃,29℃,39℃,49℃,2.0
260.0,산업위생관리기사,2021.0,3,물리적유해인자관리,71.0,전리방사선이 인체에 미치는 영향에 관여하는 인자와 가장 거리가 먼 것은?,text_only,,전리작용,피폭선량,조직의 감수성,회절과 산란,4.0
261.0,산업위생관리기사,2021.0,1,물리적유해인자관리,64.0,고압환경의 인체작용 중 2차적인 가압현상에 대한 내용을 틀린 것은?,text_only,,4기압 이상에서 공기 중의 질소가스는 마취작용을 나타낸다.,산소의 분압이 2기압을 넘으로 산소중독증세가 나타난다.,흉곽이 잔기량부다 적은 용량까지 압축되면 폐압박 현상이 나타난다.,이산화탄소는 산소의 독성과 질소의 마취작용을 증강 시킨다.,3.0
262.0,산업위생관리기사,2008.0,1,물리적유해인자관리,79.0,"고열로 인한 건강장해로 발한에 의한 체열방출이 장해됨으로써 체내에 열이 축적되어 발생하며 1차적인 증상으로 정신착란, 의식결여, 경련 또는 혼수, 건조하고 높은 피부온도, 체온상승(직장 온도 41℃) 등이 나타나는 열중증의 명칭은?",text_only,,열허탈(heat collapse),열경련(heat cramps),열사병(heat stroke),열소모(heat exhaustion),3.0
263.0,산업위생관리기사,2008.0,2,물리적유해인자관리,67.0,"다음 중 태양광선이 내리쬐지 않는 장소에서 습구흑구온도지수(WBGT)를 구하려고 할때 적용되는 식은? (단, Tw : 자연습구온도, Tg : 흑구온도, Ta : 건구온도, V : 기류속도이다.)",text_only,,0.7Tw+0.3Tg,0.7Tw+0.2Tg+0.1Ta,0.72(Ta+Tw)+40.6℃,$100\sqrt[4]{\frac{Tg}{100}}^4 + 2.48\sqrt{(Tg - Ta)}$,1.0
264.0,산업위생관리기사,2008.0,3,물리적유해인자관리,67.0,다음 중 WBGT(Wet Bulb Globe Temperature Index) 의 고려 대상으로 볼 수 없는 것은?,text_only,,기온,기류,상대습도,작업대사량,4.0
265.0,산업위생관리기사,2009.0,1,물리적유해인자관리,76.0,"그늘막 내에서의 자연습구온도가 25℃, 건구온도가 32℃, 흑구온도가 20℃일 때 습구흑구온도지수(℃)는 얼마인가?",text_only,,23.5,24.7,28.4,28.9,1.0
266.0,산업위생관리기사,2009.0,1,물리적유해인자관리,78.0,고압환경에서 일어날 수 있는 생체작용과 가장 거리가 먼 것은?,text_only,,폐수종,압치통,부종,폐압박,1.0
267.0,산업위생관리기사,2009.0,2,물리적유해인자관리,71.0,"모든 표면이 완전 흡음재로 되어 있는 실내에서 소음의 세기는 거리가 2배로 될 때 어느 정도 감쇠하겠는가? (단, 점음원이며, 자유음장 기준이다.)",text_only,,2dB,3dB,4dB,6dB,4.0
268.0,산업위생관리기사,2009.0,3,물리적유해인자관리,77.0,다음 중 일반적으로 청력도(Audiogram) 검사에서 사용하지 않는 주파수는?,text_only,,500Hz,2000Hz,4000Hz,5000Hz,4.0
269.0,산업위생관리기사,2010.0,1,물리적유해인자관리,67.0,다음 중 진동 발생원에 대한 대책으로 적절하지 않은 것은?,text_only,,진동원의 제거,진동 방지 장갑의 사용,방진재료의 사용,저진동 기계로 교체,2.0
270.0,산업위생관리기사,2010.0,1,물리적유해인자관리,71.0,다음 중 소음성 난청에 영향을 미치는 요소의 설명으로 옳지 않은 것은?,text_only,,음압수준은 높을수록 유해하다.,저주파음이 고주파음보다 더욱 유해하다.,간헐적 노출이 계속적 노출보다 덜 유해하다.,소음에 노출된 모든 사람이 똑같이 반응하지 않으며 감수성이 매우 높은 사람이 극소수 존재한다.,2.0
271.0,산업위생관리기사,2010.0,2,물리적유해인자관리,63.0,다음 중 난청에 관한 설명으로 틀린 것은?,text_only,,소음성 난청에서는 4000Hz 에 대한 청력손실이 특징적으로 나타난다.,진행된 소음성 난청에서는 고주파음역(4000~6000Hz)에서의 손실이 크다.,노인성 난청에서는 고음역에 대한 청력손실이 현저하게 나타난다.,전음계 장해의 경우 고음역에서의 청력손실이 현저하게 나타난다.,4.0
272.0,산업위생관리기사,2010.0,3,물리적유해인자관리,69.0,다음 중 빛에 관한 설명으로 틀린 것은?,text_only,,광원으로부터 나오는 빛의 세기를 조도라 한다.,단위 평면적에서 발산 또는 반사되는 광량을 휘도라 한다.,"조도는 어떤 면에 들어오는 광속의 양에 비례하고, 입사면의 단면적에 반비례한다.",루멘은 1촉광의 광원으로부터 단위 입체각으로 나가는 광속의 단위이다.,1.0
273.0,산업위생관리기사,2019.0,1,물리적유해인자관리,61.0,다음 중 질소마취 증상과 가장 연관이 많은 직업은?,text_only,,잠수작업,용접작업,냉동작업,알루미늄 재조업,1.0
274.0,산업위생관리기사,2011.0,1,물리적유해인자관리,80.0,전리방사선과 비전리방사선의 경계가 되는 광자에너지의 강도로 가장 적절한 것은?,text_only,,12eV,120eV,1200eV,12000eV,1.0
275.0,산업위생관리기사,2011.0,2,물리적유해인자관리,77.0,고압환경의 2차적인 가압현상(화학적 장해) 중 산소 중동에 관한 설명으로 틀린 것은?,text_only,,산소의 중독작용은 운동이나 이산화탄소의 존재로 다소 완화될 수 있다.,산소의 분압이 2기압이 넘으면 산소중독증세가 나타난다.,"수지와 족지의 작열통, 시력장해, 정신혼란, 근육 경련 등의 증상을 보이며 나아가서는 간질 모양의 경련을 나타낸다.",산소중독에 따른 중상은 고압산소에 대한 노출이 중지되면 멈추게 된다.,1.0
276.0,산업위생관리기사,2011.0,3,물리적유해인자관리,76.0,다음 중 비전리 방사선에 관한 설명으로 틀린 것은?,text_only,,고열 물체가 방출하는 복사선은 대부분 적외선으로 열선이라고도 한다.,290~315nm의 파장을 Dorno선 또는 생명선이라 하며 생체와 밀접한 관련이 있다.,태양으로부터 방출되는 복사에너지의 52%는 가시광선이다.,"레이저란 자외선, 가시광선, 적외선 가운데 인위적으로 특정한 파장 부위를 강력하게 증폭시켜 얻은 복사선을 말한다.",3.0
277.0,산업위생관리기사,2012.0,1,물리적유해인자관리,66.0,다음 보기 중 온열요소를 결정하는 주요 인자들로만 나열된 것은?\n\n① 기온    ② 기습    ③ 기질 ④ 위도    ⑤ 기류,text_only,,"①, ②, ③","②, ③, ④","③, ④, ⑤","①, ②, ⑤",4.0
278.0,산업위생관리기사,2012.0,1,물리적유해인자관리,69.0,다음 중 ( )안에 내용으로 가장 적절한 것은?\n\n국부 조명과 의존할 경우에는 작업장의 조도가 균등하지 못하서 눈의 피로를 가져올 수 있으므로 전체조명과 병용하는 것이 보편이다. 이때 같은 경우 전체조명의 조도는 국부 조명의 의한 조도의 ( ) 정도가 되도록 조절한다.,text_only,,1/10 ~ 1/5,1/20 ~ 1/10,1/30 ~ 1/20,1/50 ~ 1/30,1.0
279.0,산업위생관리기사,2012.0,2,물리적유해인자관리,74.0,다음 중 빛과 밝기의 단위에 관한 설명으로 틀린 것은?,text_only,,광도의 단위로는 칸델라(candela)를 사용한다.,루멘(Lumen)은 1촉광의 광원으로부터 단위 입체각으로 나가는 광속의 단위이다.,조도는 어떤 면에 들어오는 광속의 양에 비례하고 입사면의 단면적에 반비례한다.,광원으로부터 나오는 빛의 세기를 광속이라 한다.,4.0
280.0,산업위생관리기사,2012.0,3,물리적유해인자관리,72.0,다음 중 자연조명에 관한 설명으로 틀린 것은?,text_only,,창의 면적은 바닥 면적의 15 ~ 20%가 이상적이다.,실내각점의 개각은 4 ~ 5°가 좋으며 개각이 클수록 실내는 밝다.,"입사각은 보통 28° 이상이 좋으며, 클수록 실내는 밝아진다.","지상에서의 태양조도는 약 10000Lux, 창 내측에서는 약 5000Lux 정도이다.",4.0
281.0,산업위생관리기사,2013.0,1,물리적유해인자관리,67.0,다음 중 열피로(heat fatigue)에 관한 설명으로 가장 거리가 먼 것은?,text_only,,"권태감, 졸도, 과다발한, 냉습한 피부 등의 증상을 보이며 직장온도가 경미하게 상승할 수도 있다.",말초혈관 확장에 따른 요구 증대만큼의 혈관운동 조절이나 심박출력의 증대가 없을 때 발생한다.,탈수로 인하여 혈장량이 감소할 때 발생한다.,"신체 내부에 체온조절계통이 기능을 잃어 발생하며, 수분 및 염분을 보충해주어야 한다.",4.0
282.0,산업위생관리기사,2013.0,1,물리적유해인자관리,71.0,다음 중 광원으로부터의 밝기에 관한 설명으로 틀린 것은?,text_only,,루멘은 1촉광의 광원으로부터 한 단위 입체각으로 나가는 광속의 단위이다.,밝기는 조사평면과 광원에 대한 수직평면이 이루는 각(cosine)에 비례한다.,밝기는 광원으로부터의 거리 제곱에 반비례한다.,1촉광은 4 루멘으로 나타낼 수 있다.,2.0
283.0,산업위생관리기사,2013.0,2,물리적유해인자관리,66.0,다음 중 방진고무에 관한 설명으로 틀린 것은?,text_only,,내유 및 내열성이 약하다.,고주파 진동의 차진에 양호하다.,공기 중의 오존에 의해 산화 되기도 한다.,고무 자체의 내부 마찰로 저항이 감소된다.,4.0
284.0,산업위생관리기사,2013.0,3,물리적유해인자관리,64.0,다음 중 인공 조명에 가장 적당한 광색은?,text_only,,노란색,주광색,청색,황색,2.0
285.0,산업위생관리기사,2014.0,1,물리적유해인자관리,66.0,다음 중 파장이 가장 긴 것은?,text_only,,자외선,적외선,가시광선,X선,2.0
286.0,산업위생관리기사,2014.0,1,물리적유해인자관리,76.0,다음 중 전신진동의 대책과 가장 거리가 먼 것은 무엇인가?,text_only,,숙련자 지정,전파경로 차단,보건교육 실시,작업시간 단축,1.0
287.0,산업위생관리기사,2014.0,2,물리적유해인자관리,67.0,다음 중 미국의 차음평가수를 의미하는 것은?,text_only,O,NRR,TL,SLCBO,SNR,1.0
288.0,산업위생관리기사,2014.0,3,물리적유해인자관리,80.0,다음 중 진동에 의한 생체반응에 관계하는 주요 4인자와 가장 거리가 먼 것은 무엇인가?,text_only,,방향,노출시간,진동의 강도,개인감응도,4.0
289.0,산업위생관리기사,2015.0,1,물리적유해인자관리,77.0,"자유공간에 위치한 점음원의 음향 파워레벨(PWL)이 110dB일 때, 이 점음원로부터 100m 떨어진 곳의 음압레벨(SPL)은?",text_only,,49 dB,59 dB,69 dB,79 dB,2.0
290.0,산업위생관리기사,2015.0,1,물리적유해인자관리,78.0,다음 중 유해광선과 거리와의 노출관계를 올바르게 표현한 것은?,text_only,,노출량은 거리에 비례한다.,노출량은 거리에 반비례한다.,노출량은 거리의 제곱에 비례한다.,노출량은 거리의 제곱에 반비례한다.,4.0
291.0,산업위생관리기사,2015.0,2,물리적유해인자관리,69.0,다음 중 외부조사보다 체내 흡입 및 섭취로 인한 내부조사의 피해가 가장 큰 전리방사선의 종류는?,text_only,,α선,β선,γ선,χ선,1.0
292.0,산업위생관리기사,2015.0,3,물리적유해인자관리,73.0,다음 중 국소진동으로 인한 장해를 예방하기 위한 작업자에 대한 대책으로 가장 적절하지 않은 것은?,text_only,,작업자는 공구의 손잡이를 세게 잡고 있어야 한다.,14℃ 이하의 옥외작업에서는 보온대책이 필요하다.,가능한 공구를 기계적으로 지지(支持)해주어야 한다.,진동공구를 사용하는 작업은 1일 2시간을 초과하지 말아야 한다.,1.0
293.0,산업위생관리기사,2016.0,1,물리적유해인자관리,62.0,"청력 손실차가 다음과 같을 때, 6분법에 의하여 판정하면 청력손실은 얼마인가?\n\n500Hz에서 청력 손실치는 8\n1000Hz에서 청력 손실차는 12\n2000Hz에서 청력 손실차는 12\n4000Hz에서 청력 손실차는 22",text_only,,12,13,14,15,2.0
294.0,산업위생관리기사,2016.0,1,물리적유해인자관리,66.0,대상음의 음압이 1.0N/m$^2$일 때 음압레벨(Sound Presssure Level)은 몇 dB 인가?,text_only,,91,94,97,100,2.0
295.0,산업위생관리기사,2016.0,2,물리적유해인자관리,80.0,고압 및 고압산소요법의 질병 치료기전과 가장 거리가 먼 것은?,text_only,,간장 및 신장 등 내분비계 감수성 증가효과,체내에 형성된 기포의 크기를 감소시키는 압력효과,혈장내 용존산소량을 증가시키는 산소분압 상승효과,모세혈관 신생촉진 및 백혈구의 살균능력 항진 등 창상 치료효과,1.0
296.0,산업위생관리기사,2016.0,3,물리적유해인자관리,70.0,소음성 난청에 영향을 미치는 요소의 설명으로 틀린 것은?,text_only,,음압 수준 : 높을수록 유해하다.,소음의 특성 : 고주파음이 저주파음보다 유해하다.,노출시간 : 간헐적 노출이 계속적 노출보다 덜 유해하다.,개인의 감수성 : 소음에 노출된 사람이 똑같이 반응한다.,4.0
297.0,산업위생관리기사,2017.0,1,물리적유해인자관리,67.0,음압이 20N/m²일 경우 음압수준(sound pressure level)은 얼마인가?,text_only,,100dB,110dB,120dB,130dB,3.0
298.0,산업위생관리기사,2017.0,1,물리적유해인자관리,71.0,소음에 의한 청력장해가 가장 잘 일어나는 주파수는?,text_only,,1000Hz,2000Hz,4000Hz,8000Hz,3.0
299.0,산업위생관리기사,2017.0,2,물리적유해인자관리,64.0,소리의 크기가 20N/m² 이라면 음압레벨은 몇 dB(A)인가?,text_only,,100,110,120,130,3.0
300.0,산업위생관리기사,2017.0,3,물리적유해인자관리,77.0,"음압실효치가 0.2N/m²일 때 음압수준(SPL : Sound Pressure Level)은 얼마인가? (단, 기준음압은 2×10⁻⁵N/m² 으로 계산한다.)",text_only,,40dB,60dB,80dB,100dB,3.0
